name,marktwert,source,team
Raphaël Guerreiro,"7,5",http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Domagoj Vida,"7,5",http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Andrej Kramaric,"7,5",http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Marco Parolo,"7,5",http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Volkan Sen,"7,5",http://www.transfermarkt.com/turkey/startseite/verein/3381,Türkei
Marc Bartra,8,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Bruno Soriano,8,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Lukas Podolski,8,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Benoît Costil,8,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
André-Pierre Gignac,8,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Vieirinha,8,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Danilo Pereira,8,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Tin Jedvaj,8,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Milan Badelj,8,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Marko Pjaca,8,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Volkan Babacan,8,http://www.transfermarkt.com/turkey/startseite/verein/3381,Türkei
Cenk Tosun,8,http://www.transfermarkt.com/turkey/startseite/verein/3381,Türkei
Ben Davies,8,http://www.transfermarkt.com/wales/startseite/verein/3864,Wales
Joe Allen,8,http://www.transfermarkt.com/wales/startseite/verein/3864,Wales
Yuri Lodygin,8,http://www.transfermarkt.com/russia/startseite/verein/3448,Russland
Fedor Smolov,8,http://www.transfermarkt.com/russia/startseite/verein/3448,Russland
Marko Arnautovic,8,http://www.transfermarkt.com/austria/startseite/verein/3383,Österreich
Taras Stepanenko,8,http://www.transfermarkt.com/ukraine/startseite/verein/3699,Ukraine
Andreas Granqvist,8,http://www.transfermarkt.com/sweden/startseite/verein/3557,Schweden
Juraj Kucka,8,http://www.transfermarkt.com/slovakia/startseite/verein/3503,Slowakei
Evgen Khacheridi,"8,5",http://www.transfermarkt.com/ukraine/startseite/verein/3699,Ukraine
Divock Origi,9,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Vedran Corluka,9,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Salvatore Sirigu,9,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Angelo Ogbonna,9,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Caner Erkin,9,http://www.transfermarkt.com/turkey/startseite/verein/3381,Türkei
Martin Hinteregger,9,http://www.transfermarkt.com/austria/startseite/verein/3383,Österreich
Mikel San José,10,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Lucas Vázquez,10,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Steve Mandanda,10,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Renato Sanches,10,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Ciro Immobile,10,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Kamil Glik,10,http://www.transfermarkt.com/poland/startseite/verein/3442,Polen
Arkadiusz Milik,10,http://www.transfermarkt.com/poland/startseite/verein/3442,Polen
Mehmet Topal,10,http://www.transfermarkt.com/turkey/startseite/verein/3381,Türkei
Yunus Malli,10,http://www.transfermarkt.com/turkey/startseite/verein/3381,Türkei
Yann Sommer,10,http://www.transfermarkt.com/switzerland/startseite/verein/3384,Schweiz
Artem Dzyuba,10,http://www.transfermarkt.com/russia/startseite/verein/3448,Russland
Yaroslav Rakitsky,10,http://www.transfermarkt.com/ukraine/startseite/verein/3699,Ukraine
Shane Long,10,http://www.transfermarkt.com/republic-of-ireland/startseite/verein/3509,Irland
Pontus Wernbloom,10,http://www.transfermarkt.com/sweden/startseite/verein/3557,Schweden
Martin Skrtel,10,http://www.transfermarkt.com/slovakia/startseite/verein/3503,Slowakei
Vladimír Darida,10,http://www.transfermarkt.com/czech-republic/startseite/verein/3445,Tschechien
Jonas Hector,11,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Cédric Soares,11,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Rafa Silva,11,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Stefano Sturaro,11,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Graziano Pellè,11,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Gylfi Sigurdsson,11,http://www.transfermarkt.com/iceland/startseite/verein/3574,Island
Jonathan Tah,12,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Bastian Schweinsteiger,12,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Mario Gómez,12,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Lucas Digne,12,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Simon Mignolet,12,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Anthony Lopes,12,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
João Mário,12,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Simone Zaza,12,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Wojciech Szczesny,12,http://www.transfermarkt.com/poland/startseite/verein/3442,Polen
Piotr Zielinski,12,http://www.transfermarkt.com/poland/startseite/verein/3442,Polen
Igor Smolnikov,12,http://www.transfermarkt.com/russia/startseite/verein/3448,Russland
Pavel Mamaev,12,http://www.transfermarkt.com/russia/startseite/verein/3448,Russland
Petr Cech,12,http://www.transfermarkt.com/czech-republic/startseite/verein/3445,Tschechien
Elseid Hysaj,12,http://www.transfermarkt.com/albania/startseite/verein/3561,Albanien
Joshua Kimmich,13,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Moussa Sissoko,13,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Sime Vrsaljko,13,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Aleksandar Dragovic,13,http://www.transfermarkt.com/austria/startseite/verein/3383,Österreich
Nikola Kalinic,"13,5",http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Julian Weigl,14,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Danny Rose,14,http://www.transfermarkt.com/england/startseite/verein/3299,England
Ryan Bertrand,14,http://www.transfermarkt.com/england/startseite/verein/3299,England
Michy Batshuayi,14,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Rui Patrício,14,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Adrien Silva,14,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Oguzhan Özyakup,14,http://www.transfermarkt.com/turkey/startseite/verein/3381,Türkei
Igor Akinfeev,14,http://www.transfermarkt.com/russia/startseite/verein/3448,Russland
Oleg Shatov,14,http://www.transfermarkt.com/russia/startseite/verein/3448,Russland
Sergio Rico,15,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Nolito,15,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Marc-André ter Stegen,15,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Samuel Umtiti,15,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Fraser Forster,15,http://www.transfermarkt.com/england/startseite/verein/3299,England
Kyle Walker,15,http://www.transfermarkt.com/england/startseite/verein/3299,England
James Milner,15,http://www.transfermarkt.com/england/startseite/verein/3299,England
Giorgio Chiellini,15,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Matteo Darmian,15,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Stephan El Shaarawy,15,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Federico Bernardeschi,15,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Éder,15,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Xherdan Shaqiri,15,http://www.transfermarkt.com/switzerland/startseite/verein/3384,Schweiz
Zlatan Ibrahimovic,15,http://www.transfermarkt.com/sweden/startseite/verein/3557,Schweden
Juanfran,16,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Bernd Leno,16,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Benedikt Höwedes,16,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Gary Cahill,16,http://www.transfermarkt.com/england/startseite/verein/3299,England
Mousa Dembélé,16,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Dries Mertens,16,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Nani,16,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Kingsley Coman,17,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Joe Hart,17,http://www.transfermarkt.com/england/startseite/verein/3299,England
James McCarthy,17,http://www.transfermarkt.com/republic-of-ireland/startseite/verein/3509,Irland
Héctor Bellerín,18,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Emre Can,18,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
André Schürrle,18,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Leroy Sané,18,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Yohan Cabaye,18,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Eric Dier,18,http://www.transfermarkt.com/england/startseite/verein/3299,England
Jamie Vardy,18,http://www.transfermarkt.com/england/startseite/verein/3299,England
João Moutinho,18,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
André Gomes,18,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Marcelo Brozovic,18,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Hakan Calhanoglu,18,http://www.transfermarkt.com/turkey/startseite/verein/3381,Türkei
Adam Lallana,19,http://www.transfermarkt.com/england/startseite/verein/3299,England
Marouane Fellaini,19,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Mario Mandzukic,19,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Seamus Coleman,19,http://www.transfermarkt.com/republic-of-ireland/startseite/verein/3509,Irland
César Azpilicueta,20,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Shkodran Mustafi,20,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Sami Khedira,20,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
N'Golo Kanté,20,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Chris Smalling,20,http://www.transfermarkt.com/england/startseite/verein/3299,England
Dele Alli,20,http://www.transfermarkt.com/england/startseite/verein/3299,England
Yannick Carrasco,20,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Mateo Kovacic,20,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Alessandro Florenzi,20,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Breel Embolo,20,http://www.transfermarkt.com/switzerland/startseite/verein/3384,Schweiz
Nathaniel Clyne,21,http://www.transfermarkt.com/england/startseite/verein/3299,England
Jan Vertonghen,21,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Ivan Perisic,21,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Laurent Koscielny,22,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Ross Barkley,22,http://www.transfermarkt.com/england/startseite/verein/3299,England
Toby Alderweireld,22,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Andriy Yarmolenko,22,http://www.transfermarkt.com/ukraine/startseite/verein/3699,Ukraine
Pedro,23,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Eliaquim Mangala,23,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Dimitri Payet,23,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Jack Wilshere,23,http://www.transfermarkt.com/england/startseite/verein/3299,England
Julian Draxler,24,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Hugo Lloris,24,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Thiago,25,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Olivier Giroud,25,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Daniel Sturridge,25,http://www.transfermarkt.com/england/startseite/verein/3299,England
Antonio Candreva,25,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Lorenzo Insigne,25,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Ricardo Rodríguez,25,http://www.transfermarkt.com/switzerland/startseite/verein/3384,Schweiz
Evgen Konoplyanka,25,http://www.transfermarkt.com/ukraine/startseite/verein/3699,Ukraine
William Carvalho,26,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Radja Nainggolan,27,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
John Stones,28,http://www.transfermarkt.com/england/startseite/verein/3299,England
Jordan Henderson,28,http://www.transfermarkt.com/england/startseite/verein/3299,England
Axel Witsel,28,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Álvaro Morata,30,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Morgan Schneiderlin,30,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Blaise Matuidi,30,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Christian Benteke,30,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Leonardo Bonucci,30,http://www.transfermarkt.com/italy/startseite/verein/3376,Italien
Grzegorz Krychowiak,30,http://www.transfermarkt.com/poland/startseite/verein/3442,Polen
Arda Turan,30,http://www.transfermarkt.com/turkey/startseite/verein/3381,Türkei
Aaron Ramsey,30,http://www.transfermarkt.com/wales/startseite/verein/3864,Wales
Anthony Martial,32,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
David Silva,33,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Jordi Alba,35,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Andrés Iniesta,35,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Mario Götze,35,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Wayne Rooney,35,http://www.transfermarkt.com/england/startseite/verein/3299,England
Thibaut Courtois,35,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Romelu Lukaku,35,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Granit Xhaka,35,http://www.transfermarkt.com/switzerland/startseite/verein/3384,Schweiz
Marek Hamsik,35,http://www.transfermarkt.com/slovakia/startseite/verein/3503,Slowakei
Mats Hummels,38,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
David de Gea,40,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Gerard Piqué,40,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Sergio Ramos,40,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Jérôme Boateng,40,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Harry Kane,40,http://www.transfermarkt.com/england/startseite/verein/3299,England
Cesc Fàbregas,45,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Manuel Neuer,45,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Raheem Sterling,45,http://www.transfermarkt.com/england/startseite/verein/3299,England
David Alaba,45,http://www.transfermarkt.com/austria/startseite/verein/3383,Österreich
Toni Kroos,50,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Mesut Özil,50,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Ivan Rakitic,50,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Luka Modric,50,http://www.transfermarkt.com/croatia/startseite/verein/3556,Kroatien
Sergio Busquets,60,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Koke,60,http://www.transfermarkt.com/spain/startseite/verein/3375,Spanien
Kevin De Bruyne,60,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Paul Pogba,70,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Antoine Griezmann,70,http://www.transfermarkt.com/france/startseite/verein/3377,Frankreich
Eden Hazard,70,http://www.transfermarkt.com/belgium/startseite/verein/3382,Belgien
Thomas Müller,75,http://www.transfermarkt.com/germany/startseite/verein/3262,Deutschland
Robert Lewandowski,75,http://www.transfermarkt.com/poland/startseite/verein/3442,Polen
Gareth Bale,80,http://www.transfermarkt.com/wales/startseite/verein/3864,Wales
Cristiano Ronaldo,110,http://www.transfermarkt.com/portugal/startseite/verein/3300,Portugal
Ingvar Jónsson,"0,1",http://www.transfermarkt.com/iceland/startseite/verein/3574,Island
Orges Shehi,"0,12",http://www.transfermarkt.com/albania/startseite/verein/3561,Albanien
Roy Carroll,"0,15",http://www.transfermarkt.com/northern-ireland/startseite/verein/5674,Nordirland
Sergey Ignashevich,"0,2",http://www.transfermarkt.com/russia/startseite/verein/3448,Russland
Vyacheslav Shevchuk,"0,2",http://www.transfermarkt.com/ukraine/startseite/verein/3699,Ukraine
Anatoliy Tymoshchuk,"0,2",http://www.transfermarkt.com/ukraine/startseite/verein/3699,Ukraine
Hjörtur Hermannsson,"0,2",http://www.transfermarkt.com/iceland/startseite/verein/3574,Island
Owain Fôn Williams,"0,25",http://www.transfermarkt.com/wales/startseite/verein/3864,Wales
Jan Durica,"0,25",http://www.transfermarkt.com/slovakia/startseite/verein/3503,Slowakei
Luke McCullough,"0,25",http://www.transfermarkt.com/northern-ireland/startseite/verein/5674,Nordirland
Conor McLaughlin,"0,25",http://www.transfermarkt.com/northern-ireland/startseite/verein/5674,Nordirland
Gábor Király,"0,25",http://www.transfermarkt.com/hungary/startseite/verein/3468,Ungarn
Adam Nemec,"0,3",http://www.transfermarkt.com/slovakia/startseite/verein/3503,Slowakei
